year_month,direction,priority,scorer_version,count
2019-02,ai_bioprinting,Exclude,v3,14
2019-02,ai_bioprinting,Low,v3,6
2019-02,am_biomedical,Exclude,v3,31
2019-02,am_biomedical,High,v3,1
2019-02,am_biomedical,Low,v3,13
2019-02,am_biomedical,Medium,v3,5
2019-02,fea_surrogate,Exclude,v3,11
2019-02,fea_surrogate,High,v3,1
2019-02,fea_surrogate,Low,v3,27
2019-02,fea_surrogate,Medium,v3,18
2019-02,hip_implant,Exclude,v3,4
2019-02,hip_implant,Low,v3,1
2019-03,ai_bioprinting,Exclude,v3,23
2019-03,ai_bioprinting,Low,v3,7
2019-03,am_biomedical,Exclude,v3,27
2019-03,am_biomedical,Low,v3,10
2019-03,am_biomedical,Medium,v3,1
2019-03,fea_surrogate,Exclude,v3,10
2019-03,fea_surrogate,High,v3,2
2019-03,fea_surrogate,Low,v3,27
2019-03,fea_surrogate,Medium,v3,5
2019-03,hip_implant,Exclude,v3,5
2019-03,hip_implant,High,v3,2
2019-03,hip_implant,Low,v3,4
2019-04,ai_bioprinting,Exclude,v3,25
2019-04,ai_bioprinting,Low,v3,50
2019-04,ai_bioprinting,Medium,v3,1
2019-04,am_biomedical,Exclude,v3,111
2019-04,am_biomedical,High,v3,3
2019-04,am_biomedical,Low,v3,103
2019-04,am_biomedical,Medium,v3,19
2019-04,fea_surrogate,Exclude,v3,215
2019-04,fea_surrogate,High,v3,3
2019-04,fea_surrogate,Low,v3,100
2019-04,fea_surrogate,Medium,v3,20
2019-04,hip_implant,Exclude,v3,169
2019-04,hip_implant,Low,v3,56
2019-04,hip_implant,Medium,v3,11
2019-05,ai_bioprinting,Exclude,v3,27
2019-05,ai_bioprinting,Low,v3,29
2019-05,ai_bioprinting,Medium,v3,2
2019-05,am_biomedical,Exclude,v3,111
2019-05,am_biomedical,High,v3,7
2019-05,am_biomedical,Low,v3,122
2019-05,am_biomedical,Medium,v3,20
2019-05,fea_surrogate,Exclude,v3,178
2019-05,fea_surrogate,High,v3,6
2019-05,fea_surrogate,Low,v3,141
2019-05,fea_surrogate,Medium,v3,49
2019-05,hip_implant,Exclude,v3,165
2019-05,hip_implant,High,v3,1
2019-05,hip_implant,Low,v3,52
2019-05,hip_implant,Medium,v3,5
2019-06,ai_bioprinting,Exclude,v3,33
2019-06,ai_bioprinting,Low,v3,21
2019-06,ai_bioprinting,Medium,v3,1
2019-06,am_biomedical,Exclude,v3,118
2019-06,am_biomedical,High,v3,2
2019-06,am_biomedical,Low,v3,92
2019-06,am_biomedical,Medium,v3,24
2019-06,fea_surrogate,Exclude,v3,185
2019-06,fea_surrogate,High,v3,1
2019-06,fea_surrogate,Low,v3,99
2019-06,fea_surrogate,Medium,v3,29
2019-06,hip_implant,Exclude,v3,121
2019-06,hip_implant,High,v3,1
2019-06,hip_implant,Low,v3,32
2019-06,hip_implant,Medium,v3,8
2019-07,ai_bioprinting,Exclude,v3,20
2019-07,ai_bioprinting,Low,v3,34
2019-07,ai_bioprinting,Medium,v3,3
2019-07,am_biomedical,Exclude,v3,94
2019-07,am_biomedical,High,v3,2
2019-07,am_biomedical,Low,v3,101
2019-07,am_biomedical,Medium,v3,16
2019-07,fea_surrogate,Exclude,v3,217
2019-07,fea_surrogate,High,v3,1
2019-07,fea_surrogate,Low,v3,99
2019-07,fea_surrogate,Medium,v3,26
2019-07,hip_implant,Exclude,v3,121
2019-07,hip_implant,High,v3,2
2019-07,hip_implant,Low,v3,31
2019-07,hip_implant,Medium,v3,3
2019-08,ai_bioprinting,Exclude,v3,20
2019-08,ai_bioprinting,Low,v3,40
2019-08,ai_bioprinting,Medium,v3,2
2019-08,am_biomedical,Exclude,v3,80
2019-08,am_biomedical,High,v3,5
2019-08,am_biomedical,Low,v3,114
2019-08,am_biomedical,Medium,v3,27
2019-08,fea_surrogate,Exclude,v3,178
2019-08,fea_surrogate,High,v3,5
2019-08,fea_surrogate,Low,v3,64
2019-08,fea_surrogate,Medium,v3,17
2019-08,hip_implant,Exclude,v3,112
2019-08,hip_implant,Low,v3,22
2019-08,hip_implant,Medium,v3,4
2019-09,ai_bioprinting,Exclude,v3,44
2019-09,ai_bioprinting,Low,v3,31
2019-09,am_biomedical,Exclude,v3,133
2019-09,am_biomedical,High,v3,3
2019-09,am_biomedical,Low,v3,96
2019-09,am_biomedical,Medium,v3,24
2019-09,fea_surrogate,Exclude,v3,219
2019-09,fea_surrogate,High,v3,2
2019-09,fea_surrogate,Low,v3,126
2019-09,fea_surrogate,Medium,v3,30
2019-09,hip_implant,Exclude,v3,117
2019-09,hip_implant,High,v3,1
2019-09,hip_implant,Low,v3,32
2019-09,hip_implant,Medium,v3,5
2019-10,ai_bioprinting,Exclude,v3,29
2019-10,ai_bioprinting,Low,v3,26
2019-10,am_biomedical,Exclude,v3,113
2019-10,am_biomedical,High,v3,1
2019-10,am_biomedical,Low,v3,82
2019-10,am_biomedical,Medium,v3,23
2019-10,fea_surrogate,Exclude,v3,189
2019-10,fea_surrogate,High,v3,3
2019-10,fea_surrogate,Low,v3,87
2019-10,fea_surrogate,Medium,v3,16
2019-10,hip_implant,Exclude,v3,166
2019-10,hip_implant,High,v3,2
2019-10,hip_implant,Low,v3,43
2019-10,hip_implant,Medium,v3,6
2019-11,ai_bioprinting,Exclude,v3,47
2019-11,ai_bioprinting,Low,v3,27
2019-11,ai_bioprinting,Medium,v3,3
2019-11,am_biomedical,Exclude,v3,122
2019-11,am_biomedical,High,v3,5
2019-11,am_biomedical,Low,v3,96
2019-11,am_biomedical,Medium,v3,25
2019-11,fea_surrogate,Exclude,v3,210
2019-11,fea_surrogate,Low,v3,95
2019-11,fea_surrogate,Medium,v3,23
2019-11,hip_implant,Exclude,v3,116
2019-11,hip_implant,Low,v3,45
2019-11,hip_implant,Medium,v3,1
2019-12,ai_bioprinting,Exclude,v3,19
2019-12,ai_bioprinting,Low,v3,43
2019-12,ai_bioprinting,Medium,v3,3
2019-12,am_biomedical,Exclude,v3,108
2019-12,am_biomedical,High,v3,3
2019-12,am_biomedical,Low,v3,119
2019-12,am_biomedical,Medium,v3,31
2019-12,fea_surrogate,Exclude,v3,280
2019-12,fea_surrogate,High,v3,3
2019-12,fea_surrogate,Low,v3,103
2019-12,fea_surrogate,Medium,v3,24
2019-12,hip_implant,Exclude,v3,135
2019-12,hip_implant,High,v3,1
2019-12,hip_implant,Low,v3,43
2019-12,hip_implant,Medium,v3,4
2020-01,ai_bioprinting,Exclude,v3,80
2020-01,ai_bioprinting,Low,v3,104
2020-01,ai_bioprinting,Medium,v3,9
2020-01,am_biomedical,Exclude,v3,272
2020-01,am_biomedical,High,v3,12
2020-01,am_biomedical,Low,v3,335
2020-01,am_biomedical,Medium,v3,66
2020-01,fea_surrogate,Exclude,v3,337
2020-01,fea_surrogate,High,v3,12
2020-01,fea_surrogate,Low,v3,267
2020-01,fea_surrogate,Medium,v3,89
2020-01,hip_implant,Exclude,v3,288
2020-01,hip_implant,High,v3,5
2020-01,hip_implant,Low,v3,70
2020-01,hip_implant,Medium,v3,12
2020-02,ai_bioprinting,Exclude,v3,21
2020-02,ai_bioprinting,Low,v3,41
2020-02,ai_bioprinting,Medium,v3,5
2020-02,am_biomedical,Exclude,v3,88
2020-02,am_biomedical,High,v3,6
2020-02,am_biomedical,Low,v3,118
2020-02,am_biomedical,Medium,v3,31
2020-02,fea_surrogate,Exclude,v3,168
2020-02,fea_surrogate,High,v3,6
2020-02,fea_surrogate,Low,v3,57
2020-02,fea_surrogate,Medium,v3,28
2020-02,hip_implant,Exclude,v3,122
2020-02,hip_implant,High,v3,1
2020-02,hip_implant,Low,v3,51
2020-02,hip_implant,Medium,v3,5
2020-03,ai_bioprinting,Exclude,v3,34
2020-03,ai_bioprinting,Low,v3,40
2020-03,ai_bioprinting,Medium,v3,4
2020-03,am_biomedical,Exclude,v3,83
2020-03,am_biomedical,High,v3,6
2020-03,am_biomedical,Low,v3,102
2020-03,am_biomedical,Medium,v3,25
2020-03,fea_surrogate,Exclude,v3,256
2020-03,fea_surrogate,High,v3,8
2020-03,fea_surrogate,Low,v3,165
2020-03,fea_surrogate,Medium,v3,39
2020-03,hip_implant,Exclude,v3,138
2020-03,hip_implant,Low,v3,40
2020-03,hip_implant,Medium,v3,5
2020-04,ai_bioprinting,Exclude,v3,35
2020-04,ai_bioprinting,High,v3,1
2020-04,ai_bioprinting,Low,v3,53
2020-04,ai_bioprinting,Medium,v3,2
2020-04,am_biomedical,Exclude,v3,93
2020-04,am_biomedical,High,v3,8
2020-04,am_biomedical,Low,v3,116
2020-04,am_biomedical,Medium,v3,30
2020-04,fea_surrogate,Exclude,v3,258
2020-04,fea_surrogate,High,v3,6
2020-04,fea_surrogate,Low,v3,85
2020-04,fea_surrogate,Medium,v3,26
2020-04,hip_implant,Exclude,v3,131
2020-04,hip_implant,High,v3,2
2020-04,hip_implant,Low,v3,39
2020-04,hip_implant,Medium,v3,7
2020-05,ai_bioprinting,Exclude,v3,44
2020-05,ai_bioprinting,High,v3,2
2020-05,ai_bioprinting,Low,v3,24
2020-05,ai_bioprinting,Medium,v3,3
2020-05,am_biomedical,Exclude,v3,140
2020-05,am_biomedical,High,v3,6
2020-05,am_biomedical,Low,v3,105
2020-05,am_biomedical,Medium,v3,32
2020-05,fea_surrogate,Exclude,v3,185
2020-05,fea_surrogate,High,v3,2
2020-05,fea_surrogate,Low,v3,80
2020-05,fea_surrogate,Medium,v3,26
2020-05,hip_implant,Exclude,v3,155
2020-05,hip_implant,High,v3,3
2020-05,hip_implant,Low,v3,40
2020-05,hip_implant,Medium,v3,6
2020-06,ai_bioprinting,Exclude,v3,27
2020-06,ai_bioprinting,Low,v3,47
2020-06,ai_bioprinting,Medium,v3,3
2020-06,am_biomedical,Exclude,v3,78
2020-06,am_biomedical,High,v3,7
2020-06,am_biomedical,Low,v3,131
2020-06,am_biomedical,Medium,v3,27
2020-06,fea_surrogate,Exclude,v3,291
2020-06,fea_surrogate,High,v3,10
2020-06,fea_surrogate,Low,v3,180
2020-06,fea_surrogate,Medium,v3,66
2020-06,hip_implant,Exclude,v3,164
2020-06,hip_implant,High,v3,4
2020-06,hip_implant,Low,v3,64
2020-06,hip_implant,Medium,v3,7
2020-07,ai_bioprinting,Exclude,v3,30
2020-07,ai_bioprinting,Low,v3,50
2020-07,ai_bioprinting,Medium,v3,5
2020-07,am_biomedical,Exclude,v3,89
2020-07,am_biomedical,High,v3,7
2020-07,am_biomedical,Low,v3,126
2020-07,am_biomedical,Medium,v3,36
2020-07,fea_surrogate,Exclude,v3,218
2020-07,fea_surrogate,High,v3,3
2020-07,fea_surrogate,Low,v3,142
2020-07,fea_surrogate,Medium,v3,62
2020-07,hip_implant,Exclude,v3,163
2020-07,hip_implant,High,v3,1
2020-07,hip_implant,Low,v3,50
2020-07,hip_implant,Medium,v3,6
2020-08,ai_bioprinting,Exclude,v3,59
2020-08,ai_bioprinting,Low,v3,29
2020-08,ai_bioprinting,Medium,v3,3
2020-08,am_biomedical,Exclude,v3,123
2020-08,am_biomedical,Low,v3,116
2020-08,am_biomedical,Medium,v3,26
2020-08,fea_surrogate,Exclude,v3,229
2020-08,fea_surrogate,High,v3,5
2020-08,fea_surrogate,Low,v3,138
2020-08,fea_surrogate,Medium,v3,54
2020-08,hip_implant,Exclude,v3,132
2020-08,hip_implant,High,v3,4
2020-08,hip_implant,Low,v3,41
2020-08,hip_implant,Medium,v3,2
2020-09,ai_bioprinting,Exclude,v3,33
2020-09,ai_bioprinting,Low,v3,51
2020-09,ai_bioprinting,Medium,v3,5
2020-09,am_biomedical,Exclude,v3,100
2020-09,am_biomedical,High,v3,8
2020-09,am_biomedical,Low,v3,159
2020-09,am_biomedical,Medium,v3,35
2020-09,fea_surrogate,Exclude,v3,757
2020-09,fea_surrogate,High,v3,4
2020-09,fea_surrogate,Low,v3,131
2020-09,fea_surrogate,Medium,v3,47
2020-09,hip_implant,Exclude,v3,139
2020-09,hip_implant,High,v3,2
2020-09,hip_implant,Low,v3,52
2020-09,hip_implant,Medium,v3,7
2020-10,ai_bioprinting,Exclude,v3,29
2020-10,ai_bioprinting,Low,v3,56
2020-10,ai_bioprinting,Medium,v3,4
2020-10,am_biomedical,Exclude,v3,104
2020-10,am_biomedical,High,v3,8
2020-10,am_biomedical,Low,v3,115
2020-10,am_biomedical,Medium,v3,33
2020-10,fea_surrogate,Exclude,v3,271
2020-10,fea_surrogate,High,v3,2
2020-10,fea_surrogate,Low,v3,129
2020-10,fea_surrogate,Medium,v3,55
2020-10,hip_implant,Exclude,v3,164
2020-10,hip_implant,High,v3,4
2020-10,hip_implant,Low,v3,47
2020-10,hip_implant,Medium,v3,12
2020-11,ai_bioprinting,Exclude,v3,51
2020-11,ai_bioprinting,High,v3,1
2020-11,ai_bioprinting,Low,v3,38
2020-11,ai_bioprinting,Medium,v3,4
2020-11,am_biomedical,Exclude,v3,141
2020-11,am_biomedical,High,v3,6
2020-11,am_biomedical,Low,v3,133
2020-11,am_biomedical,Medium,v3,41
2020-11,fea_surrogate,Exclude,v3,232
2020-11,fea_surrogate,High,v3,7
2020-11,fea_surrogate,Low,v3,130
2020-11,fea_surrogate,Medium,v3,54
2020-11,hip_implant,Exclude,v3,156
2020-11,hip_implant,High,v3,1
2020-11,hip_implant,Low,v3,34
2020-11,hip_implant,Medium,v3,5
2020-12,ai_bioprinting,Exclude,v3,50
2020-12,ai_bioprinting,High,v3,1
2020-12,ai_bioprinting,Low,v3,43
2020-12,ai_bioprinting,Medium,v3,5
2020-12,am_biomedical,Exclude,v3,118
2020-12,am_biomedical,High,v3,4
2020-12,am_biomedical,Low,v3,120
2020-12,am_biomedical,Medium,v3,30
2020-12,fea_surrogate,Exclude,v3,293
2020-12,fea_surrogate,High,v3,9
2020-12,fea_surrogate,Low,v3,181
2020-12,fea_surrogate,Medium,v3,43
2020-12,hip_implant,Exclude,v3,175
2020-12,hip_implant,High,v3,4
2020-12,hip_implant,Low,v3,55
2020-12,hip_implant,Medium,v3,7
2021-01,ai_bioprinting,Exclude,v3,80
2021-01,ai_bioprinting,Low,v3,85
2021-01,ai_bioprinting,Medium,v3,2
2021-01,am_biomedical,Exclude,v3,301
2021-01,am_biomedical,High,v3,7
2021-01,am_biomedical,Low,v3,273
2021-01,am_biomedical,Medium,v3,66
2021-01,fea_surrogate,Exclude,v3,347
2021-01,fea_surrogate,High,v3,5
2021-01,fea_surrogate,Low,v3,243
2021-01,fea_surrogate,Medium,v3,85
2021-01,hip_implant,Exclude,v3,272
2021-01,hip_implant,High,v3,2
2021-01,hip_implant,Low,v3,77
2021-01,hip_implant,Medium,v3,13
2021-02,ai_bioprinting,Exclude,v3,38
2021-02,ai_bioprinting,Low,v3,43
2021-02,ai_bioprinting,Medium,v3,1
2021-02,am_biomedical,Exclude,v3,132
2021-02,am_biomedical,High,v3,3
2021-02,am_biomedical,Low,v3,102
2021-02,am_biomedical,Medium,v3,36
2021-02,fea_surrogate,Exclude,v3,166
2021-02,fea_surrogate,High,v3,2
2021-02,fea_surrogate,Low,v3,75
2021-02,fea_surrogate,Medium,v3,15
2021-02,hip_implant,Exclude,v3,149
2021-02,hip_implant,High,v3,3
2021-02,hip_implant,Low,v3,48
2021-02,hip_implant,Medium,v3,9
2021-03,ai_bioprinting,Exclude,v3,44
2021-03,ai_bioprinting,Low,v3,62
2021-03,ai_bioprinting,Medium,v3,7
2021-03,am_biomedical,Exclude,v3,134
2021-03,am_biomedical,High,v3,14
2021-03,am_biomedical,Low,v3,153
2021-03,am_biomedical,Medium,v3,35
2021-03,fea_surrogate,Exclude,v3,246
2021-03,fea_surrogate,High,v3,6
2021-03,fea_surrogate,Low,v3,200
2021-03,fea_surrogate,Medium,v3,62
2021-03,hip_implant,Exclude,v3,170
2021-03,hip_implant,High,v3,1
2021-03,hip_implant,Low,v3,49
2021-03,hip_implant,Medium,v3,7
2021-04,ai_bioprinting,Exclude,v3,58
2021-04,ai_bioprinting,High,v3,1
2021-04,ai_bioprinting,Low,v3,39
2021-04,ai_bioprinting,Medium,v3,4
2021-04,am_biomedical,Exclude,v3,140
2021-04,am_biomedical,High,v3,6
2021-04,am_biomedical,Low,v3,131
2021-04,am_biomedical,Medium,v3,52
2021-04,fea_surrogate,Exclude,v3,254
2021-04,fea_surrogate,High,v3,9
2021-04,fea_surrogate,Low,v3,139
2021-04,fea_surrogate,Medium,v3,52
2021-04,hip_implant,Exclude,v3,135
2021-04,hip_implant,High,v3,1
2021-04,hip_implant,Low,v3,45
2021-04,hip_implant,Medium,v3,3
2021-05,ai_bioprinting,Exclude,v3,60
2021-05,ai_bioprinting,Low,v3,45
2021-05,ai_bioprinting,Medium,v3,1
2021-05,am_biomedical,Exclude,v3,145
2021-05,am_biomedical,High,v3,5
2021-05,am_biomedical,Low,v3,120
2021-05,am_biomedical,Medium,v3,33
2021-05,fea_surrogate,Exclude,v3,232
2021-05,fea_surrogate,High,v3,8
2021-05,fea_surrogate,Low,v3,169
2021-05,fea_surrogate,Medium,v3,68
2021-05,hip_implant,Exclude,v3,133
2021-05,hip_implant,Low,v3,38
2021-05,hip_implant,Medium,v3,6
2021-06,ai_bioprinting,Exclude,v3,47
2021-06,ai_bioprinting,High,v3,1
2021-06,ai_bioprinting,Low,v3,55
2021-06,ai_bioprinting,Medium,v3,2
2021-06,am_biomedical,Exclude,v3,148
2021-06,am_biomedical,High,v3,4
2021-06,am_biomedical,Low,v3,141
2021-06,am_biomedical,Medium,v3,40
2021-06,fea_surrogate,Exclude,v3,303
2021-06,fea_surrogate,High,v3,7
2021-06,fea_surrogate,Low,v3,150
2021-06,fea_surrogate,Medium,v3,82
2021-06,hip_implant,Exclude,v3,150
2021-06,hip_implant,Low,v3,54
2021-06,hip_implant,Medium,v3,6
2021-07,ai_bioprinting,Exclude,v3,52
2021-07,ai_bioprinting,Low,v3,46
2021-07,ai_bioprinting,Medium,v3,2
2021-07,am_biomedical,Exclude,v3,134
2021-07,am_biomedical,High,v3,7
2021-07,am_biomedical,Low,v3,134
2021-07,am_biomedical,Medium,v3,44
2021-07,fea_surrogate,Exclude,v3,263
2021-07,fea_surrogate,High,v3,8
2021-07,fea_surrogate,Low,v3,161
2021-07,fea_surrogate,Medium,v3,85
2021-07,hip_implant,Exclude,v3,170
2021-07,hip_implant,High,v3,1
2021-07,hip_implant,Low,v3,38
2021-07,hip_implant,Medium,v3,3
2021-08,ai_bioprinting,Exclude,v3,52
2021-08,ai_bioprinting,High,v3,2
2021-08,ai_bioprinting,Low,v3,50
2021-08,am_biomedical,Exclude,v3,129
2021-08,am_biomedical,High,v3,3
2021-08,am_biomedical,Low,v3,149
2021-08,am_biomedical,Medium,v3,49
2021-08,fea_surrogate,Exclude,v3,215
2021-08,fea_surrogate,High,v3,6
2021-08,fea_surrogate,Low,v3,116
2021-08,fea_surrogate,Medium,v3,31
2021-08,hip_implant,Exclude,v3,135
2021-08,hip_implant,High,v3,1
2021-08,hip_implant,Low,v3,34
2021-08,hip_implant,Medium,v3,4
2021-09,ai_bioprinting,Exclude,v3,63
2021-09,ai_bioprinting,Low,v3,45
2021-09,ai_bioprinting,Medium,v3,1
2021-09,am_biomedical,Exclude,v3,127
2021-09,am_biomedical,High,v3,7
2021-09,am_biomedical,Low,v3,164
2021-09,am_biomedical,Medium,v3,34
2021-09,fea_surrogate,Exclude,v3,219
2021-09,fea_surrogate,High,v3,8
2021-09,fea_surrogate,Low,v3,179
2021-09,fea_surrogate,Medium,v3,59
2021-09,hip_implant,Exclude,v3,155
2021-09,hip_implant,High,v3,1
2021-09,hip_implant,Low,v3,43
2021-09,hip_implant,Medium,v3,6
2021-10,ai_bioprinting,Exclude,v3,52
2021-10,ai_bioprinting,High,v3,1
2021-10,ai_bioprinting,Low,v3,54
2021-10,ai_bioprinting,Medium,v3,3
2021-10,am_biomedical,Exclude,v3,139
2021-10,am_biomedical,High,v3,15
2021-10,am_biomedical,Low,v3,121
2021-10,am_biomedical,Medium,v3,41
2021-10,fea_surrogate,Exclude,v3,274
2021-10,fea_surrogate,High,v3,7
2021-10,fea_surrogate,Low,v3,218
2021-10,fea_surrogate,Medium,v3,86
2021-10,hip_implant,Exclude,v3,144
2021-10,hip_implant,High,v3,2
2021-10,hip_implant,Low,v3,40
2021-10,hip_implant,Medium,v3,5
2021-11,ai_bioprinting,Exclude,v3,40
2021-11,ai_bioprinting,High,v3,2
2021-11,ai_bioprinting,Low,v3,41
2021-11,ai_bioprinting,Medium,v3,4
2021-11,am_biomedical,Exclude,v3,138
2021-11,am_biomedical,High,v3,5
2021-11,am_biomedical,Low,v3,120
2021-11,am_biomedical,Medium,v3,49
2021-11,fea_surrogate,Exclude,v3,207
2021-11,fea_surrogate,High,v3,10
2021-11,fea_surrogate,Low,v3,175
2021-11,fea_surrogate,Medium,v3,74
2021-11,hip_implant,Exclude,v3,134
2021-11,hip_implant,High,v3,1
2021-11,hip_implant,Low,v3,43
2021-11,hip_implant,Medium,v3,5
2021-12,ai_bioprinting,Exclude,v3,60
2021-12,ai_bioprinting,Low,v3,33
2021-12,ai_bioprinting,Medium,v3,2
2021-12,am_biomedical,Exclude,v3,124
2021-12,am_biomedical,High,v3,7
2021-12,am_biomedical,Low,v3,151
2021-12,am_biomedical,Medium,v3,34
2021-12,fea_surrogate,Exclude,v3,247
2021-12,fea_surrogate,High,v3,2
2021-12,fea_surrogate,Low,v3,128
2021-12,fea_surrogate,Medium,v3,39
2021-12,hip_implant,Exclude,v3,134
2021-12,hip_implant,High,v3,1
2021-12,hip_implant,Low,v3,42
2021-12,hip_implant,Medium,v3,2
2022-01,ai_bioprinting,Exclude,v3,131
2022-01,ai_bioprinting,High,v3,2
2022-01,ai_bioprinting,Low,v3,100
2022-01,ai_bioprinting,Medium,v3,7
2022-01,am_biomedical,Exclude,v3,340
2022-01,am_biomedical,High,v3,13
2022-01,am_biomedical,Low,v3,365
2022-01,am_biomedical,Medium,v3,84
2022-01,fea_surrogate,Exclude,v3,183
2022-01,fea_surrogate,High,v3,9
2022-01,fea_surrogate,Low,v3,245
2022-01,fea_surrogate,Medium,v3,86
2022-01,hip_implant,Exclude,v3,244
2022-01,hip_implant,High,v3,7
2022-01,hip_implant,Low,v3,80
2022-01,hip_implant,Medium,v3,10
2022-02,ai_bioprinting,Exclude,v3,42
2022-02,ai_bioprinting,Low,v3,41
2022-02,ai_bioprinting,Medium,v3,2
2022-02,am_biomedical,Exclude,v3,137
2022-02,am_biomedical,High,v3,6
2022-02,am_biomedical,Low,v3,141
2022-02,am_biomedical,Medium,v3,43
2022-02,fea_surrogate,Exclude,v3,162
2022-02,fea_surrogate,High,v3,18
2022-02,fea_surrogate,Low,v3,157
2022-02,fea_surrogate,Medium,v3,63
2022-02,hip_implant,Exclude,v3,135
2022-02,hip_implant,High,v3,2
2022-02,hip_implant,Low,v3,53
2022-02,hip_implant,Medium,v3,4
2022-03,ai_bioprinting,Exclude,v3,59
2022-03,ai_bioprinting,Low,v3,44
2022-03,ai_bioprinting,Medium,v3,4
2022-03,am_biomedical,Exclude,v3,142
2022-03,am_biomedical,High,v3,5
2022-03,am_biomedical,Low,v3,163
2022-03,am_biomedical,Medium,v3,35
2022-03,fea_surrogate,Exclude,v3,229
2022-03,fea_surrogate,High,v3,8
2022-03,fea_surrogate,Low,v3,193
2022-03,fea_surrogate,Medium,v3,66
2022-03,hip_implant,Exclude,v3,186
2022-03,hip_implant,High,v3,2
2022-03,hip_implant,Low,v3,50
2022-03,hip_implant,Medium,v3,10
2022-04,ai_bioprinting,Exclude,v3,51
2022-04,ai_bioprinting,Low,v3,46
2022-04,ai_bioprinting,Medium,v3,2
2022-04,am_biomedical,Exclude,v3,138
2022-04,am_biomedical,High,v3,5
2022-04,am_biomedical,Low,v3,141
2022-04,am_biomedical,Medium,v3,40
2022-04,fea_surrogate,Exclude,v3,198
2022-04,fea_surrogate,High,v3,13
2022-04,fea_surrogate,Low,v3,146
2022-04,fea_surrogate,Medium,v3,68
2022-04,hip_implant,Exclude,v3,116
2022-04,hip_implant,High,v3,2
2022-04,hip_implant,Low,v3,51
2022-04,hip_implant,Medium,v3,5
2022-05,ai_bioprinting,Exclude,v3,57
2022-05,ai_bioprinting,Low,v3,41
2022-05,am_biomedical,Exclude,v3,97
2022-05,am_biomedical,High,v3,10
2022-05,am_biomedical,Low,v3,162
2022-05,am_biomedical,Medium,v3,52
2022-05,fea_surrogate,Exclude,v3,206
2022-05,fea_surrogate,High,v3,9
2022-05,fea_surrogate,Low,v3,217
2022-05,fea_surrogate,Medium,v3,73
2022-05,hip_implant,Exclude,v3,123
2022-05,hip_implant,High,v3,1
2022-05,hip_implant,Low,v3,39
2022-05,hip_implant,Medium,v3,9
2022-06,ai_bioprinting,Exclude,v3,56
2022-06,ai_bioprinting,Low,v3,46
2022-06,ai_bioprinting,Medium,v3,5
2022-06,am_biomedical,Exclude,v3,130
2022-06,am_biomedical,High,v3,8
2022-06,am_biomedical,Low,v3,145
2022-06,am_biomedical,Medium,v3,54
2022-06,fea_surrogate,Exclude,v3,272
2022-06,fea_surrogate,High,v3,13
2022-06,fea_surrogate,Low,v3,233
2022-06,fea_surrogate,Medium,v3,99
2022-06,hip_implant,Exclude,v3,150
2022-06,hip_implant,High,v3,1
2022-06,hip_implant,Low,v3,39
2022-06,hip_implant,Medium,v3,4
2022-07,ai_bioprinting,Exclude,v3,53
2022-07,ai_bioprinting,High,v3,1
2022-07,ai_bioprinting,Low,v3,39
2022-07,ai_bioprinting,Medium,v3,4
2022-07,am_biomedical,Exclude,v3,152
2022-07,am_biomedical,High,v3,4
2022-07,am_biomedical,Low,v3,155
2022-07,am_biomedical,Medium,v3,45
2022-07,fea_surrogate,Exclude,v3,281
2022-07,fea_surrogate,High,v3,5
2022-07,fea_surrogate,Low,v3,151
2022-07,fea_surrogate,Medium,v3,77
2022-07,hip_implant,Exclude,v3,109
2022-07,hip_implant,Low,v3,45
2022-07,hip_implant,Medium,v3,10
2022-08,ai_bioprinting,Exclude,v3,55
2022-08,ai_bioprinting,Low,v3,58
2022-08,ai_bioprinting,Medium,v3,4
2022-08,am_biomedical,Exclude,v3,128
2022-08,am_biomedical,High,v3,8
2022-08,am_biomedical,Low,v3,146
2022-08,am_biomedical,Medium,v3,45
2022-08,fea_surrogate,Exclude,v3,145
2022-08,fea_surrogate,High,v3,6
2022-08,fea_surrogate,Low,v3,146
2022-08,fea_surrogate,Medium,v3,48
2022-08,hip_implant,Exclude,v3,130
2022-08,hip_implant,Low,v3,44
2022-08,hip_implant,Medium,v3,2
2022-09,ai_bioprinting,Exclude,v3,56
2022-09,ai_bioprinting,High,v3,1
2022-09,ai_bioprinting,Low,v3,62
2022-09,ai_bioprinting,Medium,v3,4
2022-09,am_biomedical,Exclude,v3,161
2022-09,am_biomedical,High,v3,14
2022-09,am_biomedical,Low,v3,212
2022-09,am_biomedical,Medium,v3,55
2022-09,fea_surrogate,Exclude,v3,211
2022-09,fea_surrogate,High,v3,14
2022-09,fea_surrogate,Low,v3,218
2022-09,fea_surrogate,Medium,v3,81
2022-09,hip_implant,Exclude,v3,135
2022-09,hip_implant,High,v3,1
2022-09,hip_implant,Low,v3,34
2022-09,hip_implant,Medium,v3,7
2022-10,ai_bioprinting,Exclude,v3,66
2022-10,ai_bioprinting,High,v3,1
2022-10,ai_bioprinting,Low,v3,44
2022-10,ai_bioprinting,Medium,v3,5
2022-10,am_biomedical,Exclude,v3,122
2022-10,am_biomedical,High,v3,8
2022-10,am_biomedical,Low,v3,184
2022-10,am_biomedical,Medium,v3,41
2022-10,fea_surrogate,Exclude,v3,226
2022-10,fea_surrogate,High,v3,15
2022-10,fea_surrogate,Low,v3,281
2022-10,fea_surrogate,Medium,v3,98
