year,direction,tag,count
2018,am_biomedical,surface morphology,4
2018,am_biomedical,surface properties,1
2018,am_biomedical,surface roughness,19
2018,am_biomedical,surface topography,1
2018,am_biomedical,surface treatment,2
2018,am_biomedical,tantalum,1
2018,am_biomedical,tantalum coating,1
2018,am_biomedical,tensile,2
2018,am_biomedical,tensile behavior,1
2018,am_biomedical,tensile properties,4
2018,am_biomedical,tensile test,1
2018,am_biomedical,tensile testing,2
2018,am_biomedical,texture,1
2018,am_biomedical,textured implant,1
2018,am_biomedical,textured implants,1
2018,am_biomedical,thermal model,1
2018,am_biomedical,thin-wall structures,1
2018,am_biomedical,tissue engineering,1
2018,am_biomedical,titania nanotubes,1
2018,am_biomedical,titanium,8
2018,am_biomedical,titanium alloy,7
2018,am_biomedical,titanium alloys,1
2018,am_biomedical,titanium implant,4
2018,am_biomedical,titanium implants,2
2018,am_biomedical,titanium mesh,1
2018,am_biomedical,titanium scaffold,1
2018,am_biomedical,titanium scaffolds,1
2018,am_biomedical,titanium surface,1
2018,am_biomedical,topology optimization,7
2018,am_biomedical,torsional testing,2
2018,am_biomedical,trans-humeral prosthesis,1
2018,am_biomedical,transcutaneous device,1
2018,am_biomedical,transcutaneous implants,1
2018,am_biomedical,triangular unit cell,1
2018,am_biomedical,tribology,2
2018,am_biomedical,ultrafine-grained titanium,1
2018,am_biomedical,unit cell,1
2018,am_biomedical,vibration treatment,1
2018,am_biomedical,wettability,1
2018,am_biomedical,whole body vibration,2
2018,am_biomedical,zeolite coating,1
2018,am_biomedical,zinc,1
2018,am_biomedical,zirconia,1
2018,am_biomedical,zirconium,1
2018,am_biomedical,µCT,1
2018,am_biomedical,β-Ti alloy,1
2018,am_biomedical,β-type titanium,1
2018,fea_surrogate,1D model,1
2018,fea_surrogate,3D FEA,1
2018,fea_surrogate,AK-MCS,1
2018,fea_surrogate,Bayesian,1
2018,fea_surrogate,Bayesian calibration,1
2018,fea_surrogate,Bayesian deep learning,1
2018,fea_surrogate,Bayesian framework,1
2018,fea_surrogate,Bayesian inference,11
2018,fea_surrogate,Bayesian inverse problems,1
2018,fea_surrogate,Bayesian inversion,2
2018,fea_surrogate,Bayesian learning,1
2018,fea_surrogate,Bayesian model averaging,1
2018,fea_surrogate,Bayesian network,1
2018,fea_surrogate,Bayesian neural networks,1
2018,fea_surrogate,Bayesian optimization,41
2018,fea_surrogate,CFD,1
2018,fea_surrogate,CMA-ES,1
2018,fea_surrogate,CO2 sequestration,1
2018,fea_surrogate,CoKriging,1
2018,fea_surrogate,DEIM,1
2018,fea_surrogate,DFT,1
2018,fea_surrogate,Darcy's law,1
2018,fea_surrogate,FEM verification,1
2018,fea_surrogate,GMsFEM,1
2018,fea_surrogate,GNAT,1
2018,fea_surrogate,GP-UCB,1
2018,fea_surrogate,GPU,1
2018,fea_surrogate,Gauss-Newton,1
2018,fea_surrogate,Gaussian mixture model,1
2018,fea_surrogate,Gaussian process,45
2018,fea_surrogate,Gaussian process emulator,1
2018,fea_surrogate,Gaussian process metamodel,1
2018,fea_surrogate,Gaussian processes,1
2018,fea_surrogate,Grassmann manifold,1
2018,fea_surrogate,Gröbner bases,1
2018,fea_surrogate,Hermite polynomial expansion,1
2018,fea_surrogate,Hilbert space,1
2018,fea_surrogate,Jacobian distribution,1
2018,fea_surrogate,K-optimality,1
2018,fea_surrogate,Kalman filter,1
2018,fea_surrogate,Karhunen-Loeve expansion,1
2018,fea_surrogate,Karhunen-Loève expansion,1
2018,fea_surrogate,Koopman operator,1
2018,fea_surrogate,Kriging,13
2018,fea_surrogate,Kriging surrogate,2
2018,fea_surrogate,Krylov subspace,2
2018,fea_surrogate,Kullback-Leibler divergence,1
2018,fea_surrogate,LES,2
2018,fea_surrogate,Laplacian regularization,1
2018,fea_surrogate,Latin hypercube sampling,2
2018,fea_surrogate,Latinized partially stratified sampling,1
2018,fea_surrogate,Li-ion battery,1
2018,fea_surrogate,Lipschitz optimization,1
2018,fea_surrogate,MCMC,5
2018,fea_surrogate,MEMS,1
2018,fea_surrogate,Markov Chain Monte Carlo,1
2018,fea_surrogate,Monte Carlo,5
2018,fea_surrogate,Monte Carlo simulation,2
2018,fea_surrogate,NNGP,1
2018,fea_surrogate,NSGA-III,1
2018,fea_surrogate,NURBS,1
2018,fea_surrogate,PCA,1
2018,fea_surrogate,PDE,1
2018,fea_surrogate,PDE constraints,1
2018,fea_surrogate,PDE solution,1
2018,fea_surrogate,PDE-constrained inverse problems,2
2018,fea_surrogate,PDE-constrained optimization,1
2018,fea_surrogate,POD,1
2018,fea_surrogate,POD-DEIM,1
2018,fea_surrogate,PSAAP II,1
2018,fea_surrogate,PSO,1
2018,fea_surrogate,Pareto front,1
2018,fea_surrogate,Pareto optimality,1
2018,fea_surrogate,Python,1
2018,fea_surrogate,Python package,1
2018,fea_surrogate,QR column pivoting,1
2018,fea_surrogate,Quasi-Monte Carlo,1
2018,fea_surrogate,RKHS,1
2018,fea_surrogate,Shapley values,1
2018,fea_surrogate,Sobol indices,1
2018,fea_surrogate,Stokes flow,1
2018,fea_surrogate,Student's-T process,1
2018,fea_surrogate,Takens embedding,1
2018,fea_surrogate,Thompson sampling,1
2018,fea_surrogate,VLSI design,1
2018,fea_surrogate,a posteriori error bound,1
2018,fea_surrogate,acquisition function,3
2018,fea_surrogate,active learning,20
2018,fea_surrogate,active subspace,1
2018,fea_surrogate,active subspaces,2
2018,fea_surrogate,adaptive ROM,1
2018,fea_surrogate,adaptive importance sampling,1
2018,fea_surrogate,adaptive integration,1
2018,fea_surrogate,adaptive mesh refinement,1
2018,fea_surrogate,additive manufacturing,4
2018,fea_surrogate,additive models,1
2018,fea_surrogate,adjoint-free methods,1
2018,fea_surrogate,adversarial inference,1
2018,fea_surrogate,aero-engine,1
2018,fea_surrogate,aero-structural analysis,1
2018,fea_surrogate,aerodynamics,2
2018,fea_surrogate,aerospace,4
2018,fea_surrogate,aerospace design,1
2018,fea_surrogate,aerospace engineering,1
2018,fea_surrogate,aircraft structures,1
2018,fea_surrogate,aleatory uncertainty,1
2018,fea_surrogate,algebraic multigrid,1
2018,fea_surrogate,analog circuit design,1
2018,fea_surrogate,anisotropic,1
2018,fea_surrogate,aorta,2
2018,fea_surrogate,arbitrary domains,1
2018,fea_surrogate,asymptotic solution,1
2018,fea_surrogate,autonomous systems,1
2018,fea_surrogate,batch Bayesian optimization,2
2018,fea_surrogate,batch-mode,2
2018,fea_surrogate,big data,1
2018,fea_surrogate,big data analytics,1
2018,fea_surrogate,biomechanics,3
2018,fea_surrogate,biotransport,1
2018,fea_surrogate,black-box optimization,4
2018,fea_surrogate,blood flow simulation,1
2018,fea_surrogate,boundary issue,1
2018,fea_surrogate,brain tissue,1
2018,fea_surrogate,bridge dynamics,1
2018,fea_surrogate,bridge structures,1
2018,fea_surrogate,calibration,2
2018,fea_surrogate,cardiac electrophysiology,1
2018,fea_surrogate,cardiac modeling,1
2018,fea_surrogate,cardiovascular model,1
2018,fea_surrogate,cardiovascular network,1
2018,fea_surrogate,chemical reactor design,1
2018,fea_surrogate,circuit design,1
2018,fea_surrogate,clinical application,1
2018,fea_surrogate,clustering,1
2018,fea_surrogate,co-simulation,1
2018,fea_surrogate,coarse-scale error,1
2018,fea_surrogate,cochlear implant,1
2018,fea_surrogate,code divergence,1
2018,fea_surrogate,combinatorial optimization,2
2018,fea_surrogate,combustion,1
2018,fea_surrogate,complexity analysis,1
2018,fea_surrogate,composite cure,1
2018,fea_surrogate,composite materials,1
2018,fea_surrogate,compressed sensing,1
2018,fea_surrogate,compressive sensing,4
2018,fea_surrogate,compressor blade,1
2018,fea_surrogate,computational efficiency,4
2018,fea_surrogate,computational fluid dynamics,1
2018,fea_surrogate,computationally expensive,1
2018,fea_surrogate,concentric ring,1
2018,fea_surrogate,confidence bands,1
2018,fea_surrogate,constitutive model,1
2018,fea_surrogate,constitutive model selection,1
2018,fea_surrogate,constitutive relation,1
2018,fea_surrogate,constrained optimization,4
2018,fea_surrogate,constrained validation,1
2018,fea_surrogate,constraint handling,1
2018,fea_surrogate,constraint satisfaction,1
2018,fea_surrogate,contact mechanics,1
2018,fea_surrogate,continuous fidelity,1
2018,fea_surrogate,convergence analysis,1
2018,fea_surrogate,convergence guarantee,1
2018,fea_surrogate,convolutional encoder-decoder,1
2018,fea_surrogate,cooling strategy,1
2018,fea_surrogate,coronary artery bypass graft,1
2018,fea_surrogate,correlated output,1
2018,fea_surrogate,correlated random variables,1
2018,fea_surrogate,crack identification,1
2018,fea_surrogate,credible probability box,1
2018,fea_surrogate,cross-validation,1
2018,fea_surrogate,crystal plasticity,1
2018,fea_surrogate,curse of dimensionality,1
2018,fea_surrogate,cylindrical kernel,1
2018,fea_surrogate,data assimilation,1
2018,fea_surrogate,data squashing,1
2018,fea_surrogate,data-driven,4
2018,fea_surrogate,data-driven design,1
2018,fea_surrogate,data-efficient,1
2018,fea_surrogate,decentralized,1
2018,fea_surrogate,deep learning,6
2018,fea_surrogate,deep learning surrogate,1
2018,fea_surrogate,deep neural network,3
2018,fea_surrogate,deep neural networks,2
2018,fea_surrogate,deep residual recurrent neural network,1
2018,fea_surrogate,deformable registration,1
2018,fea_surrogate,dependent variables,1
2018,fea_surrogate,derivative observations,2
2018,fea_surrogate,derivative-based sampling,1
2018,fea_surrogate,design exploration,1
2018,fea_surrogate,design of experiments,3
2018,fea_surrogate,design optimization,1
2018,fea_surrogate,die casting,1
2018,fea_surrogate,die-casting,1
2018,fea_surrogate,difference equations,1
2018,fea_surrogate,differential equations,2
2018,fea_surrogate,diffusion maps,1
2018,fea_surrogate,diffusion problem,1
2018,fea_surrogate,dimension reduction,4
2018,fea_surrogate,dimensionality reduction,1
2018,fea_surrogate,distribution-free,1
2018,fea_surrogate,domain decomposition,2
2018,fea_surrogate,dropout,1
2018,fea_surrogate,dynamical systems,2
2018,fea_surrogate,early design stage,1
2018,fea_surrogate,efficient global optimization,2
2018,fea_surrogate,eikonal model,1
2018,fea_surrogate,electric machine design,1
2018,fea_surrogate,electric motor,1
2018,fea_surrogate,electromagnetics,1
2018,fea_surrogate,elliptic PDE,2
2018,fea_surrogate,empirical Bayes,1
2018,fea_surrogate,emulation,1
2018,fea_surrogate,emulator,2
2018,fea_surrogate,encoder-decoder,2
2018,fea_surrogate,engineering analysis,1
2018,fea_surrogate,engineering applications,1
2018,fea_surrogate,engineering design,1
2018,fea_surrogate,engineering systems,1
2018,fea_surrogate,ensemble,1
2018,fea_surrogate,ensemble neural networks,1
2018,fea_surrogate,ensemble propagation,1
2018,fea_surrogate,ensemble smoother,2
2018,fea_surrogate,epistemic uncertainty,1
2018,fea_surrogate,error metrics,1
2018,fea_surrogate,evaluation-times constrained,1
2018,fea_surrogate,evolutionary optimization,1
2018,fea_surrogate,exoskeleton,1
2018,fea_surrogate,expected improvement,2
2018,fea_surrogate,expected improvement function,1
2018,fea_surrogate,expected model output change,1
2018,fea_surrogate,expected regret,1
2018,fea_surrogate,expensive black-box function,1
2018,fea_surrogate,expensive black-box functions,2
2018,fea_surrogate,expensive black-box optimization,1
2018,fea_surrogate,expensive experiments,1
2018,fea_surrogate,expensive functions,1
2018,fea_surrogate,expensive optimization,3
2018,fea_surrogate,expensive simulation,1
2018,fea_surrogate,experiment design,1
2018,fea_surrogate,experimental design,2
2018,fea_surrogate,experimental validation,1
2018,fea_surrogate,exploration-exploitation tradeoff,1
2018,fea_surrogate,extreme event statistics,1
2018,fea_surrogate,factor graph,1
2018,fea_surrogate,failure probability,2
2018,fea_surrogate,fault identification,1
2018,fea_surrogate,femoral strain,1
2018,fea_surrogate,filtering,1
2018,fea_surrogate,finite element,3
2018,fea_surrogate,finite element analysis,6
2018,fea_surrogate,finite element method,4
2018,fea_surrogate,finite element model,1
2018,fea_surrogate,finite element model updating,1
2018,fea_surrogate,finite element simulation,2
2018,fea_surrogate,flap design,1
2018,fea_surrogate,flow and transport,1
2018,fea_surrogate,flow dynamics,1
2018,fea_surrogate,fluid-structure interaction,1
2018,fea_surrogate,forward model-driven,1
2018,fea_surrogate,forward problem,1
2018,fea_surrogate,fractional flow reserve,1
2018,fea_surrogate,fractional viscoelasticity,1
2018,fea_surrogate,fragility curves,1
2018,fea_surrogate,function approximation,1
2018,fea_surrogate,functional data,1
2018,fea_surrogate,fused filament fabrication,1
2018,fea_surrogate,generalized polynomial chaos,3
2018,fea_surrogate,generative adversarial networks,1
2018,fea_surrogate,genetic algorithm,2
2018,fea_surrogate,genetic algorithm optimization,1
2018,fea_surrogate,geometric nonlinearity,1
2018,fea_surrogate,global convergence,1
2018,fea_surrogate,global optimization,3
2018,fea_surrogate,global sensitivity analysis,4
2018,fea_surrogate,global-local,1
2018,fea_surrogate,gradient-based method,1
2018,fea_surrogate,gradient-enhanced kriging,1
2018,fea_surrogate,gradient-free optimization,1
2018,fea_surrogate,graphene nanoribbons,1
2018,fea_surrogate,greedy search,1
2018,fea_surrogate,grid resolution,1
2018,fea_surrogate,harmonic balance,1
2018,fea_surrogate,hemodynamics,1
2018,fea_surrogate,heterogeneous media,1
2018,fea_surrogate,heuristic strategy,1
2018,fea_surrogate,hierarchical tensors,1
2018,fea_surrogate,high throughput computing,1
2018,fea_surrogate,high-dimensional,5
2018,fea_surrogate,high-dimensional inversion,1
2018,fea_surrogate,high-dimensional optimization,1
2018,fea_surrogate,high-dimensional parameter space,1
2018,fea_surrogate,high-dimensional parameters,1
2018,fea_surrogate,high-dimensional response,1
2018,fea_surrogate,high-dimensional search,1
2018,fea_surrogate,high-dimensional systems,1
2018,fea_surrogate,history matching,2
2018,fea_surrogate,history-matching,1
2018,fea_surrogate,hydrodynamic model,1
2018,fea_surrogate,hyper-dual,1
2018,fea_surrogate,hyper-reduced-order model,1
2018,fea_surrogate,hyper-reduction,2
2018,fea_surrogate,hyperparameter tuning,1
2018,fea_surrogate,identifiability,2
2018,fea_surrogate,image-to-image regression,1
2018,fea_surrogate,importance analysis,1
2018,fea_surrogate,importance sampling,1
2018,fea_surrogate,in-stent restenosis,1
2018,fea_surrogate,inductive design exploration,1
2018,fea_surrogate,industrial applications,1
2018,fea_surrogate,inexact methods,1
2018,fea_surrogate,inference,1
2018,fea_surrogate,infill criterion,1
2018,fea_surrogate,information divergence,1
2018,fea_surrogate,input dependencies,1
2018,fea_surrogate,integrated circuits,1
2018,fea_surrogate,interval identification,1
2018,fea_surrogate,interval methods,1
2018,fea_surrogate,inverse UQ,1
2018,fea_surrogate,inverse problem,2
2018,fea_surrogate,inverse problems,2
2018,fea_surrogate,inverse uncertainty quantification,1
2018,fea_surrogate,isogeometric analysis,2
2018,fea_surrogate,iterative method,1
2018,fea_surrogate,iterative solver,2
2018,fea_surrogate,knee joint,1
2018,fea_surrogate,knowledge gradient,1
2018,fea_surrogate,kriging,3
2018,fea_surrogate,large data sets,1
2018,fea_surrogate,large eddy simulation,2
2018,fea_surrogate,large-scale,1
2018,fea_surrogate,large-scale sources,1
2018,fea_surrogate,latent space optimization,1
2018,fea_surrogate,latent variable,1
2018,fea_surrogate,lattice design,1
2018,fea_surrogate,least-squares approximation,1
2018,fea_surrogate,level set estimation,1
2018,fea_surrogate,linear constraints,1
2018,fea_surrogate,liquefaction,1
2018,fea_surrogate,local optimization,1
2018,fea_surrogate,logistic function,1
2018,fea_surrogate,long-term extreme response,1
2018,fea_surrogate,low-rank approximation,1
2018,fea_surrogate,machine learning,7
2018,fea_surrogate,machine learning tuning,1
2018,fea_surrogate,machining simulation,1
2018,fea_surrogate,manufacturing,1
2018,fea_surrogate,manufacturing design,1
2018,fea_surrogate,manufacturing process,1
2018,fea_surrogate,manufacturing simulation,1
2018,fea_surrogate,many-objective optimization,1
2018,fea_surrogate,material model calibration,1
2018,fea_surrogate,material parameters,1
2018,fea_surrogate,material properties,1
2018,fea_surrogate,material variability,1
2018,fea_surrogate,materials design,2
2018,fea_surrogate,materials discovery,1
2018,fea_surrogate,mechanical metamaterials,1
2018,fea_surrogate,mechanical system,1
2018,fea_surrogate,medical decision making,1
2018,fea_surrogate,melt pool modeling,1
2018,fea_surrogate,mesh morphing,1
2018,fea_surrogate,mesh-free,1
2018,fea_surrogate,mesoscopic dynamics,1
2018,fea_surrogate,message passing,1
2018,fea_surrogate,meta Bayesian optimization,1
2018,fea_surrogate,meta-model,1
2018,fea_surrogate,metal forming,1
2018,fea_surrogate,metamodel,3
2018,fea_surrogate,metamodeling,3
2018,fea_surrogate,microfluidics,1
2018,fea_surrogate,microinjection molding,1
2018,fea_surrogate,microstructure design,1
2018,fea_surrogate,milling stability,1
2018,fea_surrogate,mixed variables,2
2018,fea_surrogate,modal derivatives,1
2018,fea_surrogate,model calibration,1
2018,fea_surrogate,model discrepancy,2
2018,fea_surrogate,model discrimination,1
2018,fea_surrogate,model order reduction,3
2018,fea_surrogate,model reduction,2
2018,fea_surrogate,model selection,2
2018,fea_surrogate,model updating,2
2018,fea_surrogate,model-form uncertainty,1
2018,fea_surrogate,modular Bayesian,1
2018,fea_surrogate,moment matching,1
2018,fea_surrogate,monitoring design,1
2018,fea_surrogate,monotonicity,1
2018,fea_surrogate,moving heat source,1
2018,fea_surrogate,multi-fidelity,4
2018,fea_surrogate,multi-fidelity optimization,2
2018,fea_surrogate,multi-index Monte Carlo,2
2018,fea_surrogate,multi-index stochastic collocation,1
2018,fea_surrogate,multi-level uncertainty integration,1
2018,fea_surrogate,multi-material composites,1
2018,fea_surrogate,multi-objective Bayesian optimization,2
2018,fea_surrogate,multi-objective acquisition,1
2018,fea_surrogate,multi-objective optimization,8
2018,fea_surrogate,multi-task,1
2018,fea_surrogate,multidisciplinary design optimization,1
2018,fea_surrogate,multifidelity,5
2018,fea_surrogate,multifidelity Gaussian process,1
2018,fea_surrogate,multifidelity Monte Carlo,1
2018,fea_surrogate,multifunctional design,1
2018,fea_surrogate,multilevel,1
2018,fea_surrogate,multilevel Monte Carlo,4
2018,fea_surrogate,multilevel methods,1
2018,fea_surrogate,multimodal posterior,1
2018,fea_surrogate,multiobjective optimization,1
2018,fea_surrogate,multiphase flow,2
2018,fea_surrogate,multiphysics,1
2018,fea_surrogate,multiscale,1
2018,fea_surrogate,multiscale finite element,1
2018,fea_surrogate,multiscale model,1
2018,fea_surrogate,multiscale simulation,2
2018,fea_surrogate,multivariate linear regression,1
2018,fea_surrogate,mutual information,1
2018,fea_surrogate,nanoparticle morphology,1
2018,fea_surrogate,natural convection,1
2018,fea_surrogate,neural network,3
2018,fea_surrogate,neuroscience,1
2018,fea_surrogate,non-Gaussian correlation,2
2018,fea_surrogate,non-Newtonian flow,1
2018,fea_surrogate,non-intrusive,3
2018,fea_surrogate,nonintrusive,1
2018,fea_surrogate,nonlinear circuits,1
2018,fea_surrogate,nonlinear dynamics,2
2018,fea_surrogate,nonlinear thermal,1
2018,fea_surrogate,nonlinear thermal problem,1
2018,fea_surrogate,nonstationary,1
2018,fea_surrogate,nonstationary kernel,1
2018,fea_surrogate,nuclear engineering,1
2018,fea_surrogate,numerical method,1
2018,fea_surrogate,offshore structures,1
2018,fea_surrogate,open source toolbox,1
2018,fea_surrogate,open-source toolbox,1
2018,fea_surrogate,optimization,4
2018,fea_surrogate,optimization under uncertainty,1
2018,fea_surrogate,overlapping groups,1
2018,fea_surrogate,parallel computing,2
2018,fea_surrogate,parallel search,1
2018,fea_surrogate,parallelization,1
2018,fea_surrogate,parameter estimation,2
2018,fea_surrogate,parameterized geometries,1
2018,fea_surrogate,parametric PDEs,3
2018,fea_surrogate,parametric systems,2
2018,fea_surrogate,patient-specific,1
2018,fea_surrogate,patient-specific modeling,1
2018,fea_surrogate,phase-field model,1
2018,fea_surrogate,physics-based,1
2018,fea_surrogate,physics-informed,2
2018,fea_surrogate,physics-informed NN,1
2018,fea_surrogate,piezoelectric energy harvester,1
2018,fea_surrogate,plasma transport,1
2018,fea_surrogate,point estimate method,1
2018,fea_surrogate,polymer stent,1
2018,fea_surrogate,polynomial chaos,6
2018,fea_surrogate,polynomial chaos expansion,8
2018,fea_surrogate,polynomial chaos expansions,2
2018,fea_surrogate,porous media,1
2018,fea_surrogate,porous media flow,2
2018,fea_surrogate,posterior covariance,1
2018,fea_surrogate,potential energy surface,1
2018,fea_surrogate,power amplifier,1
2018,fea_surrogate,preconditioned Krylov,1
2018,fea_surrogate,prediction intervals,2
2018,fea_surrogate,predictive modeling,1
2018,fea_surrogate,probabilistic collocation,1
2018,fea_surrogate,probabilistic inference,1
2018,fea_surrogate,probabilistic modeling,1
2018,fea_surrogate,probability density,1
2018,fea_surrogate,probability distribution,1
2018,fea_surrogate,process simulation,1
2018,fea_surrogate,projection outline,1
2018,fea_surrogate,proper orthogonal decomposition,1
2018,fea_surrogate,proxy model,1
2018,fea_surrogate,pulsatile flow,1
2018,fea_surrogate,pump scheduling,1
2018,fea_surrogate,quadratic manifold,1
2018,fea_surrogate,quadrature method,1
2018,fea_surrogate,qualitative factors,2
2018,fea_surrogate,quasi-Monte Carlo,2
2018,fea_surrogate,radial basis function,1
2018,fea_surrogate,random PDE,2
2018,fea_surrogate,random PDEs,1
2018,fea_surrogate,random field,1
2018,fea_surrogate,random field discretization,1
2018,fea_surrogate,random scalarizations,1
2018,fea_surrogate,rare event,1
2018,fea_surrogate,reduced order model,1
2018,fea_surrogate,reduced order modeling,2
2018,fea_surrogate,reduced-order model,5
2018,fea_surrogate,reduced-order modeling,2
2018,fea_surrogate,regression,2
2018,fea_surrogate,regret bounds,1
2018,fea_surrogate,reliability analysis,8
2018,fea_surrogate,reliability-based design optimization,1
2018,fea_surrogate,representative volume element,1
2018,fea_surrogate,resampling,1
2018,fea_surrogate,residual stress,1
2018,fea_surrogate,resonant ultrasound spectroscopy,1
2018,fea_surrogate,response surface,1
2018,fea_surrogate,restricted budget,1
2018,fea_surrogate,ridge approximation,1
2018,fea_surrogate,risk assessment,1
2018,fea_surrogate,robotics,1
2018,fea_surrogate,robust design,2
2018,fea_surrogate,robust optimization,2
2018,fea_surrogate,robust prior,1
2018,fea_surrogate,rotor dynamics,1
2018,fea_surrogate,safe Bayesian optimization,1
2018,fea_surrogate,sample efficiency,1
2018,fea_surrogate,sample recycling,1
2018,fea_surrogate,sample reuse,1
2018,fea_surrogate,sampling efficiency,3
2018,fea_surrogate,sandwich panel,1
2018,fea_surrogate,scalability,2
2018,fea_surrogate,scalable regression,1
2018,fea_surrogate,search-based optimization,1
2018,fea_surrogate,seismic assessment,1
2018,fea_surrogate,seismic imaging,1
2018,fea_surrogate,selective laser melting,2
2018,fea_surrogate,semidefinite programming,2
2018,fea_surrogate,sensitivity analysis,11
2018,fea_surrogate,sequential design,1
2018,fea_surrogate,sequential sampling,1
2018,fea_surrogate,shape inversion,1
2018,fea_surrogate,shape optimization,1
2018,fea_surrogate,shape uncertainty,1
2018,fea_surrogate,simulation,3
2018,fea_surrogate,simulation metamodel,1
2018,fea_surrogate,sliced inverse regression,1
2018,fea_surrogate,small data,1
2018,fea_surrogate,soft materials,1
2018,fea_surrogate,soft tissue biomechanics,1
2018,fea_surrogate,solid mechanics,1
2018,fea_surrogate,sparse Gaussian process,1
2018,fea_surrogate,sparse corruptions,1
2018,fea_surrogate,sparse data,1
2018,fea_surrogate,sparse grids,1
2018,fea_surrogate,sparse polynomial chaos,1
2018,fea_surrogate,spectral stochastic FEM,1
2018,fea_surrogate,stability,1
2018,fea_surrogate,statistical learning,1
2018,fea_surrogate,statistical response,1
2018,fea_surrogate,statistical shape model,1
2018,fea_surrogate,stent design,1
2018,fea_surrogate,stiffened plate buckling,1
2018,fea_surrogate,stochastic Galerkin,1
2018,fea_surrogate,stochastic PDE,1
2018,fea_surrogate,stochastic PDEs,1
2018,fea_surrogate,stochastic collocation,2
2018,fea_surrogate,stochastic eigenvalue,1
2018,fea_surrogate,stochastic methods,1
2018,fea_surrogate,stochastic reduced order model,1
2018,fea_surrogate,strain energy function,1
2018,fea_surrogate,strategy-space diversity,1
2018,fea_surrogate,stratigraphic forward modeling,1
2018,fea_surrogate,stress distribution,1
2018,fea_surrogate,stress prediction,1
2018,fea_surrogate,structural dynamics,1
2018,fea_surrogate,structural health monitoring,3
2018,fea_surrogate,structural identification,1
2018,fea_surrogate,structural optimization,1
2018,fea_surrogate,structural parameters,1
2018,fea_surrogate,structural systems,1
2018,fea_surrogate,subsurface flow,2
2018,fea_surrogate,supercavitating hydrofoils,1
2018,fea_surrogate,support vector machine,2
2018,fea_surrogate,surrogate modeling,111
2018,fea_surrogate,surrogate modelling,3
2018,fea_surrogate,surrogate optimization,1
2018,fea_surrogate,surrogate-assisted optimization,1
2018,fea_surrogate,surrogate-based optimization,2
2018,fea_surrogate,survey,2
2018,fea_surrogate,suspension strut,1
2018,fea_surrogate,systems biology,1
2018,fea_surrogate,temperature monitoring,1
2018,fea_surrogate,tensor reconstruction,1
2018,fea_surrogate,tensor train,1
2018,fea_surrogate,textile draping,1
2018,fea_surrogate,thermal diffusivity,1
2018,fea_surrogate,thermal protection,1
2018,fea_surrogate,thermal-hydraulics,1
2018,fea_surrogate,thermoelectrics,1
2018,fea_surrogate,time-dependent reliability,1
2018,fea_surrogate,tolerance-based dominance,1
2018,fea_surrogate,trace observations,1
2018,fea_surrogate,traffic simulation,1
2018,fea_surrogate,transfer learning,2
2018,fea_surrogate,transportation,1
2018,fea_surrogate,trust-region method,1
2018,fea_surrogate,turbine blade,1
2018,fea_surrogate,turbo-machinery,1
2018,fea_surrogate,turbulence,1
2018,fea_surrogate,turbulence modeling,1
2018,fea_surrogate,turbulent dynamics,1
2018,fea_surrogate,turbulent flow,1
2018,fea_surrogate,uncertainty estimation,1
2018,fea_surrogate,uncertainty propagation,1
2018,fea_surrogate,uncertainty quantification,154
2018,fea_surrogate,variable selection,1
2018,fea_surrogate,variable transformation,1
2018,fea_surrogate,variable-fidelity surrogate,1
2018,fea_surrogate,variance reduction,2
2018,fea_surrogate,variational Monte Carlo,1
2018,fea_surrogate,variational autoencoder,1
2018,fea_surrogate,vascular mechanics,1
2018,fea_surrogate,vine copula,1
2018,fea_surrogate,virtual certification,1
2018,fea_surrogate,water distribution network,1
2018,fea_surrogate,weakly specified search space,1
2018,fea_surrogate,well-balanced solutions,1
2018,fea_surrogate,wharf structure,1
2018,fea_surrogate,wind energy,1
2018,fea_surrogate,woven composites,1
2018,fea_surrogate,zero-pressure geometry,1
2018,fea_surrogate,ℓ1 minimization,1
2018,hip_implant,3D insertion path,1
2018,hip_implant,Blumentritt,1
2018,hip_implant,COREN,1
2018,hip_implant,CPT stem,1
2018,hip_implant,CT/MRI,1
2018,hip_implant,DLC coating,1
2018,hip_implant,DXA,3
2018,hip_implant,Debrunner,1
2018,hip_implant,FEA,2
2018,hip_implant,Gruen zones,11
2018,hip_implant,Iglic,1
2018,hip_implant,Latin hypercube sampling,1
2018,hip_implant,OrthoLoad,1
2018,hip_implant,PET/CT,1
2018,hip_implant,PU foam,1
2018,hip_implant,Pauwels,1
2018,hip_implant,QCT,1
2018,hip_implant,RSA,5
2018,hip_implant,THA,3
2018,hip_implant,THA planning,2
2018,hip_implant,THR,1
2018,hip_implant,Ti-42Nb,1
2018,hip_implant,Ti-6Al-4V,1
2018,hip_implant,Ti-Nb-Sn alloy,1
2018,hip_implant,Ti6Al4V,1
2018,hip_implant,UHMWPE liner,1
2018,hip_implant,Young's modulus,1
2018,hip_implant,Young's modulus gradient,1
2018,hip_implant,acetabular cup,4
2018,hip_implant,additive manufacturing,4
2018,hip_implant,alendronate,1
2018,hip_implant,anatomical stem,1
2018,hip_implant,asymptotic homogenization,1
2018,hip_implant,bench-top study,1
2018,hip_implant,benchmark,1
2018,hip_implant,bimodular hip prosthesis,1
2018,hip_implant,biomechanical models,1
2018,hip_implant,biomechanical testing,2
2018,hip_implant,biomechanics,1
